,Category,Message
2533,ham,"['yup', 'ok...']"
2534,ham,"['glad', 'it', 'went', 'well', ':)', 'come', 'over', 'at', '11', 'then', ""we'll"", 'have', 'plenty', 'of', 'time', 'before', 'claire', 'goes', 'to', 'work.']"
2535,ham,"['ok', 'enjoy', '.', 'r', 'u', 'there', 'in', 'home.']"
2536,ham,"['can', 'you', 'pls', 'pls', 'send', 'me', 'a', 'mail', 'on', 'all', 'you', 'know', 'about', 'relatives', 'coming', 'to', 'deliver', 'here?', 'all', 'you', 'know', 'about', 'costs,', 'risks,', 'benefits', 'and', 'anything', 'else.', 'thanks.']"
2537,ham,"['you', 'do', 'what', 'all', 'you', 'like']"
2538,ham,"[""that's"", 'y', 'we', 'haf', 'to', 'combine', 'n', 'c', 'how', 'lor...']"
2539,ham,"['the', 'monthly', 'amount', 'is', 'not', 'that', 'terrible', 'and', 'you', 'will', 'not', 'pay', 'anything', 'till', '6months', 'after', 'finishing', 'school.']"
2540,ham,"['hmmm:)how', 'many', 'players', 'selected?']"
2541,ham,"['they', 'said', 'if', 'its', 'gonna', 'snow,', 'it', 'will', 'start', 'around', '8', 'or', '9', 'pm', 'tonite!', 'they', 'are', 'predicting', 'an', 'inch', 'of', 'accumulation.']"
2542,ham,"['i', 'dont.', 'can', 'you', 'send', 'it', 'to', 'me.', 'plus', ""how's"", 'mode.']"
2543,ham,"['aiyo', 'please', 'ü', 'got', 'time', 'meh.']"
2544,ham,"['package', 'all', 'your', 'programs', 'well']"
2545,ham,"['she', 'is', 'our', 'sister..', 'she', 'belongs', '2', 'our', 'family..', 'she', 'is', 'd', 'hope', 'of', 'tomorrow..', 'pray', '4', 'her,who', 'was', 'fated', '4', 'd', 'shoranur', 'train', 'incident.', 'lets', 'hold', 'our', 'hands', 'together', '&amp;', 'fuelled', 'by', 'love', '&amp;', 'concern', 'prior', '2', 'her', 'grief', '&amp;', 'pain.', 'pls', 'join', 'in', 'dis', 'chain', '&amp;', 'pass', 'it.', 'stop', 'violence', 'against', 'women.']"
2546,ham,"['so', 'are', 'you', 'guys', 'asking', 'that', 'i', 'get', 'that', 'slippers', 'again', 'or', 'its', 'gone', 'with', 'last', 'year']"
2547,ham,"['company', 'is', 'very', 'good.environment', 'is', 'terrific', 'and', 'food', 'is', 'really', 'nice:)']"
2548,spam,"['text82228>>', 'get', 'more', 'ringtones,', 'logos', 'and', 'games', 'from', 'website', 'questions:', 'website']"
2549,ham,"['honestly', ""i've"", 'just', 'made', 'a', 'lovely', 'cup', 'of', 'tea', 'and', 'promptly', 'dropped', 'my', 'keys', 'in', 'it', 'and', 'then', 'burnt', 'my', 'fingers', 'getting', 'them', 'out!']"
2550,ham,"['yup', 'but', 'not', 'studying', 'surfing', 'lor.', ""i'm"", 'in', 'e', 'lazy', 'mode', 'today.']"
2551,ham,"['please', 'sen', ':)my', 'kind', 'advice', ':-)please', 'come', 'here', 'and', 'try:-)']"
2552,ham,"[""i'm"", 'done.', 'c', 'ü', 'there.']"
2553,ham,"['oh', 'fine,', ""i'll"", 'be', 'by', 'tonight']"
2554,ham,"['ü', 'give', 'me', 'some', 'time', 'to', 'walk', 'there.']"
2555,ham,"[""i'll"", 'reach', 'in', 'ard', '20', 'mins', 'ok...']"
2556,spam,"['marketword', 'you', 'have', 'been', 'awarded', 'a', 'marketword', 'mini', 'digital', 'camera,', 'just', 'reply', 'snap', 'to', 'collect', 'your', 'prize!', '(quizclub', 'opt', 'out?', 'stop', 'costperperiod', 'sp:rwm', 'ph:08704050406)']"
2557,ham,"['fuck', 'babe', '...', 'what', 'happened', 'to', 'you', '?', 'how', 'come', 'you', 'never', 'came', 'back?']"
2558,spam,"['this', 'message', 'is', 'brought', 'to', 'you', 'by', 'gmw', 'ltd.', 'and', 'is', 'not', 'connected', 'to', 'the']"
2559,ham,"['some', 'friends', 'want', 'me', 'to', 'drive', 'em', 'someplace,', 'probably', 'take', 'a', 'while']"
2560,ham,"['i', 'also', 'thk', 'too', 'fast...', 'xy', 'suggest', 'one', 'not', 'me.', 'u', 'dun', 'wan', ""it's"", 'ok.', 'going', '2', 'rain', 'leh', 'where', 'got', 'gd.']"
2561,ham,"['are', 'you', 'still', 'getting', 'the', 'goods.']"
2562,ham,"['and', 'maybe', 'some', 'pressies']"
2563,ham,"['yeah', 'i', 'am,', 'so', ""i'll"", 'leave', 'maybe', '7ish?']"
2564,ham,"[""k..k..i'm"", 'also', 'fine:)when', 'will', 'you', 'complete', 'the', 'course?']"
2565,ham,"['under', 'the', 'sea,', 'there', 'lays', 'a', 'rock.', 'in', 'the', 'rock,', 'there', 'is', 'an', 'envelope.', 'in', 'the', 'envelope,', 'there', 'is', 'a', 'paper.', 'on', 'the', 'paper,', 'there', 'are', '3', 'words...', ""'""]"
2566,ham,"['i', 'told', 'her', 'i', 'had', 'a', 'dr', 'appt', 'next', 'week.', 'she', 'thinks', ""i'm"", 'gonna', 'die.', 'i', 'told', 'her', 'its', 'just', 'a', 'check.', 'nothing', 'to', 'be', 'worried', 'about.', 'but', 'she', ""didn't"", 'listen.']"
2567,ham,"['you', 'in', 'your', 'room?', 'i', 'need', 'a', 'few']"
2568,ham,"['i', 'dont', 'want', 'to', 'hear', 'anything']"
2569,ham,"['hey.', 'for', 'me', 'there', 'is', 'no', 'leave', 'on', 'friday.', 'wait', 'i', 'will', 'ask', 'my', 'superior', 'and', 'tell', 'you..']"
2570,ham,"['ultimately', 'tor', 'motive', 'tui', 'achieve', 'korli.']"
2571,ham,"['from', '5', 'to', '2', 'only', 'my', 'work', 'timing.']"
2572,ham,"['…', 'and', 'don‘t', 'worry', 'we‘ll', 'have', 'finished', 'by', 'march', '…', 'ish!']"
2573,ham,"['the', 'house', 'is', 'on', 'the', 'water', 'with', 'a', 'dock,', 'a', 'boat', 'rolled', 'up', 'with', 'a', 'newscaster', 'who', 'dabbles', 'in', 'jazz', 'flute', 'behind', 'the', 'wheel']"
2574,spam,"['congrats', '2', 'mobile', '3g', 'videophones', 'r', 'yours.', 'call', 'phonenumber', 'now!', 'videochat', 'wid', 'ur', 'mates,', 'play', 'java', 'games,', 'dload', 'polyph', 'music,', 'noline', 'rentl.', 'bx420.', 'ip4.', '5we.', '150p']"
2575,spam,"['your', 'next', 'amazing', 'xxx', 'marketword', 'video', 'will', 'be', 'sent', 'to', 'you', 'enjoy!', 'if', 'one', 'vid', 'is', 'not', 'enough', 'for', '2day', 'text', 'back', 'the', 'keyword', 'marketword', 'to', 'get', 'the', 'next', 'video.']"
2576,ham,"['now', 'thats', 'going', 'to', 'ruin', 'your', 'thesis!']"
2577,ham,"['in', 'sch', 'but', 'neva', 'mind', 'u', 'eat', '1st', 'lor..']"
2578,ham,"['hey', 'whats', 'up?', 'u', 'sleeping', 'all', 'morning?']"
2579,ham,"['erm.', 'i', 'thought', 'the', 'contract', 'ran', 'out', 'the4th', 'of', 'october.']"
2580,ham,"['i', 'dunno', 'until', 'when...', 'lets', 'go', 'learn', 'pilates...']"
2581,spam,"['u', 'are', 'subscribed', 'to', 'the', 'best', 'mobile', 'content', 'service', 'in', 'the', 'uk', 'for', '£3', 'per', 'ten', 'days', 'until', 'you', 'send', 'stop', 'to', '83435.', 'helpline', 'phonenumber']"
2582,ham,"['yup', ""i'm"", 'elaborating', 'on', 'the', 'safety', 'aspects', 'and', 'some', 'other', 'issues..']"
2583,spam,"['3', 'marketword', 'tarot', 'texts!', 'find', 'out', 'about', 'your', 'love', 'life', 'now!', 'try', '3', 'for', 'marketword', 'text', 'marketword', 'to', '85555', '16', 'only!', 'after', '3', 'marketword', 'msgs', '£1.50', 'each']"
2584,ham,"['goodmorning,', 'today', 'i', 'am', 'late', 'for', '1hr.']"
2585,ham,"['hi', 'happy', 'birthday.', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']"
2586,ham,"['i', 'will', 'be', 'outside', 'office', 'take', 'all', 'from', 'there']"
2587,ham,"['if', 'you', ""don't"", 'respond', 'imma', 'assume', ""you're"", 'still', 'asleep', 'and', 'imma', 'start', 'calling', 'n', 'shit']"
2588,ham,"['aight,', 'see', 'you', 'in', 'a', 'bit']"
2589,ham,"['my', 'superior', 'telling', 'that', 'friday', 'is', 'leave', 'for', 'all', 'other', 'department', 'except', 'ours:)so', 'it', 'will', 'be', 'leave', 'for', 'you:)any', 'way', 'call', 'waheed', 'fathima', 'hr', 'and', 'conform', 'it:)']"
2590,spam,"['join', 'the', ""uk's"", 'horniest', 'dogging', 'service', 'and', 'u', 'can', 'have', 'sex', '2nite!.', 'just', 'sign', 'up', 'and', 'follow', 'the', 'instructions.', 'txt', 'entry', 'to', '69888', 'now!', 'nyt.ec2a.3lp.msg@150p']"
2591,ham,"['lol', 'i', 'have', 'to', 'take', 'it.', 'member', 'how', 'i', 'said', 'my', 'aunt', 'flow', ""didn't"", 'visit', 'for', '6', 'months?', ""it's"", 'cause', 'i', 'developed', 'ovarian', 'cysts.', 'bc', 'is', 'the', 'only', 'way', 'to', 'shrink', 'them.']"
2592,ham,"['still', 'work', 'going', 'on:)it', 'is', 'very', 'small', 'house.']"
2593,ham,"['my', 'friend', 'just', 'got', 'here', 'and', 'says', ""he's"", 'upping', 'his', 'order', 'by', 'a', 'few', 'grams', ""(he's"", 'got', '$', '&lt;#&gt;', '),', 'when', 'can', 'you', 'get', 'here?']"
2594,ham,"['tmr', 'timin', 'still', 'da', 'same', 'wat', 'cos', 'i', 'got', 'lesson', 'until', '6...']"
2595,ham,"['that‘s', 'the', 'thing', 'with', 'apes,', 'u', 'can', 'fight', 'to', 'the', 'death', 'to', 'keep', 'something,', 'but', 'the', 'minute', 'they', 'have', 'it', 'when', 'u', 'let', 'go,', 'thats', 'it!']"
2596,spam,"['sunshine', 'quiz', 'wkly', 'q!', 'win', 'a', 'top', 'sony', 'dvd', 'player', 'if', 'u', 'know', 'which', 'country', 'liverpool', 'played', 'in', 'mid', 'week?', 'txt', 'ansr', 'to', '82277.', '£1.50', 'sp:tyrone']"
2597,ham,"['no', ""i'm"", 'not', 'gonna', 'be', 'able', 'to.', '||', 'too', 'late', 'notice.', '||', ""i'll"", 'be', 'home', 'in', 'a', 'few', 'weeks', 'anyway.', '||', 'what', 'are', 'the', 'plans']"
2598,ham,"['got', 'fujitsu,', 'ibm,', 'hp,', 'toshiba...', 'got', 'a', 'lot', 'of', 'model', 'how', 'to', 'say...']"
2599,ham,"['okie...', 'thanx...']"
2600,ham,"['gosh', 'that', ',', 'what', 'a', 'pain.', 'spose', 'i', 'better', 'come', 'then.']"
2601,ham,"['as', 'usual..iam', 'fine,', 'happy', '&amp;', 'doing', 'well..:)']"
2602,ham,['okie']
2603,ham,"['so', 'when', 'you', 'gonna', 'get', 'rimac', 'access']"
2604,ham,"['im', 'at', 'arestaurant', 'eating', 'squid!', 'i', 'will', 'be', 'out', 'about', '10:30', 'wanna', 'dosomething', 'or', 'is', 'that', 'to', 'late?']"
2605,ham,"['you', 'call', 'times', 'job', 'today', 'ok', 'umma', 'and', 'ask', 'them', 'to', 'speed', 'up']"
2606,ham,"['hello', 'u.call', 'wen', 'u', 'finish', 'wrk.i', 'fancy', 'meetin', 'up', 'wiv', 'u', 'all', 'tonite', 'as', 'i', 'need', 'a', 'break', 'from', 'dabooks.', 'did', '4', 'hrs', 'last', 'nite+2', 'today', 'of', 'wrk!']"
2607,ham,"['r', 'u', '&sam', 'p', 'in', 'eachother.', 'if', 'we', 'meet', 'we', 'can', 'go', '2', 'my', 'house']"
2608,ham,"[':-)', 'yeah!', 'lol.', 'luckily', 'i', ""didn't"", 'have', 'a', 'starring', 'role', 'like', 'you!']"
2609,ham,"['hello', 'madam', 'how', 'are', 'you', '?']"
2610,ham,"['awesome,', 'text', 'me', 'when', ""you're"", 'restocked']"
2611,ham,"['as', 'usual..iam', 'fine,', 'happy', '&amp;', 'doing', 'well..:)']"
2612,spam,"['knock', 'knock', 'txt', 'whose', 'there', 'to', '80082', 'to', 'enter', 'r', 'weekly', 'draw', '4', 'a', '£250', 'gift', 'voucher', '4', 'a', 'store', 'of', 'yr', 'choice.', 't&cs', 'website', 'age16', 'to', 'stoptxtstop£1.50/week']"
2613,ham,"['yes.', ""it's"", 'all', 'innocent', 'fun.', 'o:-)']"
2614,ham,"['thanks', 'for', 'sending', 'this', 'mental', 'ability', 'question..']"
2615,ham,"['sir,', 'hope', 'your', 'day', 'is', 'going', 'smoothly.', 'i', 'really', 'hoped', 'i', 'wont', 'have', 'to', 'bother', 'you', 'about', 'this.', 'i', 'have', 'some', 'bills', 'that', 'i', ""can't"", 'settle', 'this', 'month.', 'i', 'am', 'out', 'of', 'all', 'extra', 'cash.', 'i', 'know', 'this', 'is', 'a', 'challenging', 'time', 'for', 'you', 'also', 'but', 'i', 'have', 'to', 'let', 'you', 'know.']"
2616,ham,"['2marrow', 'only.', 'wed', 'at', '&lt;#&gt;', 'to', '2', 'aha.']"
2617,ham,"['i', 'went', 'to', 'ur', 'hon', 'lab', 'but', 'no', 'one', 'is', 'there.']"
2618,ham,"['i', 'cant', 'pick', 'the', 'phone', 'right', 'now.', 'pls', 'send', 'a', 'message']"
2619,ham,"['hey', 'pple...$700', 'or', '$900', 'for', '5', 'nights...excellent', 'location', 'wif', 'breakfast', 'hamper!!!']"
2620,spam,"['<forwarded', 'from', '21870000>hi', '-', 'this', 'is', 'your', 'mailbox', 'messaging', 'sms', 'alert.', 'you', 'have', '40', 'matches.', 'please', 'call', 'back', 'on', 'phonenumber', 'to', 'retrieve', 'your', 'messages', 'and', 'matches', 'costperperiod']"
2621,ham,"['how', 'come?']"
2622,ham,"['lol!', 'nah', ""wasn't"", 'too', 'bad', 'thanks.', 'its', 'good', 'to', 'b', 'home', 'but', 'its', 'been', 'quite', 'a', 'reality', 'check.', 'hows', 'ur', 'day', 'been?', 'did', 'u', 'do', 'anything', 'with', 'website?']"
2623,ham,"['ok', 'lor...']"
2624,ham,"[""i'm"", 'coming', 'home', '4', 'dinner.']"
2625,ham,"['s', 'da..al', 'r', 'above', '&lt;#&gt;']"
2626,spam,"['marketword', 'ring', 'tone', 'just', 'text', '""polys""', 'to', '87131.', 'then', 'every', 'week', 'get', 'a', 'new', 'tone.', 'phonenumber', 'only', '£1.50/wk.']"
2627,ham,"['unni', 'thank', 'you', 'dear', 'for', 'the', 'recharge..rakhesh']"
2628,ham,"['i', 'know', ""i'm"", 'lacking', 'on', 'most', 'of', 'this', 'particular', ""dramastorm's"", 'details', 'but', 'for', 'the', 'most', 'part', ""i'm"", 'not', 'worried', 'about', 'that']"
2629,ham,"['haha...', 'they', 'cant', 'what...', 'at', 'the', 'most', 'tmr', 'forfeit...', 'haha', 'so', 'how?']"
2630,ham,"['hey', 'there!', 'glad', 'u', 'r', 'better', 'now.', 'i', 'hear', 'u', 'treated', 'urself', 'to', 'a', 'digi', 'cam,', 'is', 'it', 'good?', 'we', 'r', 'off', 'at', '9pm.', 'have', 'a', 'fab', 'new', 'year,', 'c', 'u', 'in', 'coupla', 'wks!']"
2631,ham,"['no', 'way', ""i'm"", 'going', 'back', 'there!']"
2632,spam,"['urgent!', 'your', 'mobile', 'no', '077xxx', 'won', 'a', '£2,000', 'bonus', 'caller', 'prize', 'on', '02/06/03!', 'this', 'is', 'the', '2nd', 'attempt', 'to', 'reach', 'you!', 'call', 'phonenumber', 'asap!', 'box97n7qp,', '150ppm']"
2633,ham,"['i', 'will', 'cal', 'you', 'sir.', 'in', 'meeting']"
2634,ham,"[""that's"", 'what', 'i', 'love', 'to', 'hear', ':v', 'see', 'you', 'sundayish,', 'then']"
2635,ham,"['sorry', 'da', 'thangam,', 'very', 'very', 'sorry', 'i', 'am', 'held', 'up', 'with', 'prasad.']"
2636,ham,"['tiwary', 'to', 'rcb.battle', 'between', 'bang', 'and', 'kochi.']"
2637,ham,"['thank', 'god', 'they', 'are', 'in', 'bed!']"
2638,ham,"['no', 'i', ""don't"", 'have', 'cancer.', 'moms', 'making', 'a', 'big', 'deal', 'out', 'of', 'a', 'regular', 'checkup', 'aka', 'pap', 'smear']"
2639,ham,"['am', 'in', 'gobi', 'arts', 'college']"
2640,ham,"['why', 'she', 'wants', 'to', 'talk', 'to', 'me']"
2641,ham,"['pandy', 'joined', '4w', 'technologies', 'today.he', 'got', 'job..']"
2642,spam,"['you', 'are', 'guaranteed', 'the', 'latest', 'nokia', 'phone,', 'a', 'marketword', 'appledevice', 'mp3', 'player', 'or', 'a', '£500', 'prize!', 'txt', 'word:', 'collect', 'to', 'no:', '83355!', 'ibhltd', 'ldnw15h', 'costperperiod']"
2643,ham,"['they', 'can', 'try!', 'they', 'can', 'get', 'lost,', 'in', 'fact.', 'tee', 'hee']"
2644,ham,"['hi!', 'you', 'just', 'spoke', 'to', 'maneesha', 'v.', ""we'd"", 'like', 'to', 'know', 'if', 'you', 'were', 'satisfied', 'with', 'the', 'experience.', 'reply', 'toll', 'marketword', 'with', 'yes', 'or', 'no.']"
2645,ham,"['my', 'friends', 'use', 'to', 'call', 'the', 'same.']"
2646,ham,"['sorry,', ""i'll"", 'call', 'later']"
2647,ham,"['em,', 'its', 'olowoyey@', 'usc.edu', 'have', 'a', 'great', 'time', 'in', 'argentina.', 'not', 'sad', 'about', 'secretary,', 'everything', 'is', 'a', 'blessing']"
2648,ham,"['it,,s', 'a', 'taxt', 'massage....tie-pos', 'argh', 'ok!', 'lool!']"
2649,ham,"['hi,', 'can', 'i', 'please', 'get', 'a', '&lt;#&gt;', 'dollar', 'loan', 'from', 'you.', 'i.ll', 'pay', 'you', 'back', 'by', 'mid', 'february.', 'pls.']"
2650,ham,"['you', 'might', 'want', 'to', 'pull', 'out', 'more', 'just', 'in', 'case', 'and', 'just', 'plan', 'on', 'not', 'spending', 'it', 'if', 'you', 'can,', 'i', ""don't"", 'have', 'much', 'confidence', 'in', 'derek', 'and', ""taylor's"", 'money', 'management']"
2651,ham,"['do', 'you', 'like', 'shaking', 'your', 'booty', 'on', 'the', 'dance', 'floor?']"
2652,ham,"['text', 'me', 'when', 'you', 'get', 'off,', ""don't"", 'call,', 'my', 'phones', 'having', 'problems']"
2653,ham,"['no', 'need', 'for', 'the', 'drug', 'anymore.']"
2654,ham,"['sorry', 'da:)i', 'was', 'thought', 'of', 'calling', 'you', 'lot', 'of', 'times:)lil', 'busy.i', 'will', 'call', 'you', 'at', 'noon..']"
2655,ham,"['its', 'sarcasm..', '.nt', 'scarcasim']"
2656,ham,"['great!', 'i', 'have', 'to', 'run', 'now', 'so', 'ttyl!']"
2657,ham,"['feel', 'like', 'trying', 'kadeem', 'again?', ':v']"
2658,ham,"['dai', '&lt;#&gt;', 'naal', 'eruku.']"
2659,ham,"['not', 'yet', 'chikku..wat', 'abt', 'u?']"
2660,ham,['ok...']
2661,ham,"['want', 'to', 'finally', 'have', 'lunch', 'today?']"
2662,ham,"['do', 'you', 'know', 'when', 'dad', 'will', 'be', 'back?']"
2663,spam,"['hello', 'darling', 'how', 'are', 'you', 'today?', 'i', 'would', 'love', 'to', 'have', 'a', 'chat,', 'why', 'dont', 'you', 'tell', 'me', 'what', 'you', 'look', 'like', 'and', 'what', 'you', 'are', 'in', 'to', 'sexy?']"
2664,spam,"['8007', 'marketword', 'for', '1st', 'week!', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'just', 'txt', 'nokia', 'to', '8007', 'get', 'txting', 'and', 'tell', 'ur', 'mates', 'website', 'pobox', '36504', 'w4', '5wq', 'norm', 'costperperiod', '16+']"
2665,ham,"['he', 'remains', 'a', 'bro', 'amongst', 'bros']"
2666,ham,"['r', 'u', 'meeting', 'da', 'ge', 'at', 'nite', 'tmr?']"
2667,ham,"['*', 'was', 'a', 'nice', 'day', 'and,', 'impressively,', 'i', 'was', 'sensible,', 'went', 'home', 'early', 'and', 'now', 'feel', 'fine.', 'or', 'am', 'i', 'just', 'boring?!', ""when's"", 'yours,', 'i', ""can't"", 'remember.']"
2668,ham,"['why', 'de.', 'you', 'looking', 'good', 'only:-)..']"
2669,spam,"['wanna', 'get', 'laid', '2nite?', 'want', 'real', 'dogging', 'locations', 'sent', 'direct', 'to', 'ur', 'mobile?', 'join', 'the', ""uk's"", 'largest', 'dogging', 'network.', 'txt', 'park', 'to', '69696', 'now!', 'nyt.', 'ec2a.', '3lp', '£1.50/msg']"
2670,spam,"['we', 'tried', 'to', 'contact', 'you', 're', 'your', 'response', 'to', 'our', 'offer', 'of', 'a', 'new', 'nokia', 'fone', 'and', 'camcorder', 'hit', 'reply', 'or', 'call', 'phonenumber', 'for', 'delivery']"
2671,ham,"['yes.', 'they', 'replied', 'my', 'mail.', ""i'm"", 'going', 'to', 'the', 'management', 'office', 'later.', 'plus', 'will', 'in', 'to', 'bank', 'later', 'also.or', 'on', 'wednesday.']"
2672,ham,"[""that's"", 'cool,', ""i'll"", 'come', 'by', 'like', '&lt;#&gt;', 'ish']"
2673,ham,"['super', 'msg', 'da:)nalla', 'timing.']"
2674,ham,"['good', 'afternoon,', 'my', 'boytoy', '...', 'how', 'are', 'you', 'feeling', 'today', '?', 'better', 'i', 'hope?', 'are', 'you', 'being', 'my', 'good', 'boy?', 'are', 'you', 'my', 'obedient,', 'slave?', 'do', 'you', 'please', 'your', 'queen?']"
2675,ham,"['i', 'am', '6', 'ft.', 'we', 'will', 'be', 'a', 'good', 'combination!']"
2676,ham,"[""i'm"", 'sick', '!!', ""i'm"", 'needy', '!!', 'i', 'want', 'you', '!!', '*pouts*', '*stomps', 'feet*', 'where', 'are', 'you', '?!', '*pouts*', '*stomps', 'feet*', 'i', 'want', 'my', 'slave', '!!', 'i', 'want', 'him', 'now', '!!']"
2677,ham,"['*', 'am', 'on', 'a', 'train', 'back', 'from', 'northampton', 'so', ""i'm"", 'afraid', 'not!']"
2678,ham,"['where', 'in', 'abj', 'are', 'you', 'serving.', 'are', 'you', 'staying', 'with', 'dad', 'or', 'alone.']"
2679,ham,"['was', 'playng', '9', 'doors', 'game', 'and', 'gt', 'racing', 'on', 'phone', 'lol']"
2680,spam,"['new', 'tones', 'this', 'week', 'include:', '1)mcfly-all', 'ab..,', '2)', 'sara', 'jorge-shock..', '3)', 'will', 'smith-switch..', 'to', 'order', 'follow', 'instructions', 'on', 'next', 'message']"
2681,ham,"['solve', 'd', 'case', ':', 'a', 'man', 'was', 'found', 'murdered', 'on', '&lt;decimal&gt;', '.', '&lt;#&gt;', 'afternoon.', '1,his', 'wife', 'called', 'police.', '2,police', 'questioned', 'everyone.', '3,wife:', 'sir,i', 'was', 'sleeping,', 'when', 'the', 'murder', 'took', 'place.', '4.cook:', 'i', 'was', 'cooking.', '5.gardener:', 'i', 'was', 'picking', 'vegetables.', '6.house-maid:', 'i', 'went', '2', 'd', 'post', 'office.', '7.children:', 'we', 'went', '2', 'play.', '8.neighbour:', 'we', 'went', '2', 'a', 'marriage.', 'police', 'arrested', 'd', 'murderer', 'immediately.', ""who's"", 'it?', 'reply', 'with', 'reason,', 'if', 'u', 'r', 'brilliant.']"
2682,ham,"[""i'm"", 'on', 'da', 'bus', 'going', 'home...']"
2683,ham,"['i', 'got', 'a', 'call', 'from', 'a', 'landline', 'number.', '.', '.', 'i', 'am', 'asked', 'to', 'come', 'to', 'anna', 'nagar', '.', '.', '.', 'i', 'will', 'go', 'in', 'the', 'afternoon']"
2684,ham,"[""i'm"", 'okay.', 'chasing', 'the', 'dream.', ""what's"", 'good.', 'what', 'are', 'you', 'doing', 'next.']"
2685,ham,"['yupz...', ""i've"", 'oredi', 'booked', 'slots', '4', 'my', 'weekends', 'liao...']"
2686,spam,"['urgent!', 'we', 'are', 'trying', 'to', 'contact', 'u.', 'todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', '£800', 'prize', 'guaranteed.', 'call', 'phonenumber', 'from', 'land', 'line.', 'claim', 'c52.', 'valid', '12hrs', 'only']"
2687,ham,"['there', 'r', 'many', 'model..sony', 'ericson', 'also', 'der..', '&lt;#&gt;', '..it', 'luks', 'good', 'bt', 'i', 'forgot', 'modl', 'no']"
2688,ham,['okie']
2689,ham,"['yes', 'i', 'know', 'the', 'cheesy', 'songs', 'from', 'frosty', 'the', 'snowman', ':)']"
2690,ham,"['ya', 'ok,', 'vikky', 'vl', 'c', 'witin', '&lt;#&gt;', 'mins', 'and', 'il', 'reply', 'u..']"
2691,spam,"['sports', 'fans', '-', 'get', 'the', 'latest', 'sports', 'news', 'str*', '2', 'ur', 'mobile', '1', 'wk', 'marketword', 'plus', 'a', 'marketword', 'tone', 'txt', 'sport', 'on', 'to', '8007', 'website', 'phonenumber', 'norm', '4txt/120p']"
2692,ham,"['hey', 'tmr', 'meet', 'at', 'bugis', '930', '?']"
2693,spam,"['urgent', 'urgent!', 'we', 'have', '800', 'marketword', 'flights', 'to', 'europe', 'to', 'give', 'away,', 'call', 'b4', '10th', 'sept', '&', 'take', 'a', 'friend', '4', 'marketword', 'call', 'now', 'to', 'claim', 'on', 'phonenumber', 'ba128nnfwfly150ppm']"
2694,ham,"['all', 'these', 'nice', 'new', 'shirts', 'and', 'the', 'only', 'thing', 'i', 'can', 'wear', 'them', 'to', 'is', 'nudist', 'themed', ';_;', 'you', 'in', 'mu?']"
2695,ham,"['hey', 'sexy', 'buns!', 'what', 'of', 'that', 'day?', 'no', 'word', 'from', 'you', 'this', 'morning', 'on', 'ym', '...', ':-(', '...', 'i', 'think', 'of', 'you']"
2696,ham,"['and', 'whenever', 'you', 'and', 'i', 'see', 'we', 'can', 'still', 'hook', 'up', 'too.']"
2697,ham,"['nope', 'but', ""i'm"", 'going', 'home', 'now', 'then', 'go', 'pump', 'petrol', 'lor...', 'like', 'going', '2', 'rain', 'soon...']"
2698,ham,"['can', 'you', 'use', 'foreign', 'stamps', 'for', 'whatever', 'you', 'send', 'them', 'off', 'for?']"
2699,spam,"['from', '88066', 'lost', '£12', 'help']"
2700,ham,"['oh', 'baby', 'of', 'the', 'house.', 'how', 'come', 'you', 'dont', 'have', 'any', 'new', 'pictures', 'on', 'facebook']"
2701,ham,"['feb', '&lt;#&gt;', 'is', '""i', 'love', 'u""', 'day.', 'send', 'dis', 'to', 'all', 'ur', '""valued', 'frnds""', 'evn', 'me.', 'if', '3', 'comes', 'back', ""u'll"", 'gt', 'married', 'd', 'person', 'u', 'luv!', 'if', 'u', 'ignore', 'dis', 'u', 'will', 'lose', 'ur', 'luv', '4', 'evr']"
2702,ham,"['hiya,', 'sorry', ""didn't"", 'hav', 'signal.', 'i', ""haven't"", 'seen', 'or', 'heard', 'from', 'and', 'neither', 'has,', 'which', 'is', 'unusual', 'in', 'itself!', ""i'll"", 'put', 'on', 'the', 'case', 'and', 'get', 'him', 'to', 'sort', 'it', 'out!', 'hugs', 'and', 'snogs.']"
2703,ham,"['omw', 'back', 'to', 'tampa', 'from', 'west', 'palm,', 'you', 'hear', 'what', 'happened?']"
2704,ham,"['yup', 'no', 'more', 'already...', 'thanx', '4', 'printing', 'n', 'handing', 'it', 'up.']"
2705,spam,"['marketword', 'fancy', 'a', 'flirt?', 'reply', 'date', 'now', '&', 'join', 'the', 'uks', 'fastest', 'growing', 'mobile', 'dating', 'service.', 'msgs', 'rcvd', 'just', '25p', 'to', 'optout', 'txt', 'stop', 'to', '83021.', 'reply', 'date', 'now!']"
2706,ham,"['what', 'i', 'mean', 'is', 'do', 'they', 'come', 'chase', 'you', 'out', 'when', 'its', 'over', 'or', 'is', 'it', 'stated', 'you', 'can', 'watch', 'as', 'many', 'movies', 'as', 'you', 'want.']"
2707,ham,"['s', 'now', 'only', 'i', 'took', 'tablets', '.', 'marketword', 'morning', 'only.']"
