,Category,Message
1375,spam,"['500', 'new', 'mobiles', 'from', '2004,', 'must', 'go!', 'txt:', 'nokia', 'to', 'no:', '89545', '&', 'collect', 'yours', 'today!from', 'only', '£1', 'website', '2optout', 'phonenumber', 'txtauction']"
1376,ham,"[""we're"", 'finally', 'ready', 'fyi']"
1377,ham,"['auntie', 'huai', 'juan', 'never', 'pick', 'up', 'her', 'phone']"
1378,spam,"['double', 'mins', '&', 'double', 'txt', '&', '1/2', 'price', 'linerental', 'on', 'latest', 'orange', 'bluetooth', 'mobiles.', 'call', 'mobileupd8', 'for', 'the', 'very', 'latest', 'offers.', 'phonenumber', 'or', 'call2optout/lf56']"
1379,ham,"['ya', 'tel,', 'wats', 'ur', 'problem..']"
1380,spam,"['no.', '1', 'nokia', 'tone', '4', 'ur', 'mob', 'every', 'week!', 'just', 'txt', 'nok', 'to', '87021.', '1st', 'tone', 'marketword', '!', 'so', 'get', 'txtin', 'now', 'and', 'tell', 'ur', 'friends.', 'costperperiod', '16', 'reply', 'hl', '4info']"
1381,ham,"['i', 'dnt', 'wnt', 'to', 'tlk', 'wid', 'u']"
1382,ham,"['we', 'spend', 'our', 'days', 'waiting', 'for', 'the', 'ideal', 'path', 'to', 'appear', 'in', 'front', 'of', 'us..', 'but', 'what', 'we', 'forget', 'is..', '""paths', 'are', 'made', 'by', 'walking..', 'not', 'by', 'waiting..""', 'goodnight!']"
1383,ham,"['its', 'ok', 'my', 'arm', 'is', 'feeling', 'weak', 'cuz', 'i', 'got', 'a', 'shot', 'so', 'we', 'can', 'go', 'another', 'time']"
1384,ham,"['please', 'reserve', 'ticket', 'on', 'saturday', 'eve', 'from', 'chennai', 'to', 'thirunelvali', 'and', 'again', 'from', 'tirunelvali', 'to', 'chennai', 'on', 'sunday', 'eve...i', 'already', 'see', 'in', 'net..no', 'ticket', 'available..i', 'want', 'to', 'book', 'ticket', 'through', 'tackle', '..']"
1385,ham,"['storming', 'msg:', 'wen', 'u', 'lift', 'd', 'phne,', 'u', 'say', '""hello""', 'do', 'u', 'knw', 'wt', 'is', 'd', 'real', 'meaning', 'of', 'hello??', '.', '.', '.', ""it's"", 'd', 'name', 'of', 'a', 'girl..!', '.', '.', '.', 'yes..', 'and', 'u', 'knw', 'who', 'is', 'dat', 'girl??', '""margaret', 'hello""', 'she', 'is', 'd', 'girlfrnd', 'f', 'grahmbell', 'who', 'invnted', 'telphone...', '.', '.', '.', '.', 'moral:one', 'can', '4get', 'd', 'name', 'of', 'a', 'person,', 'bt', 'not', 'his', 'girlfrnd...', 'g', 'o', 'o', 'd', 'n', 'i', 'g', 'h', 't', '.', '.', '.@']"
1386,ham,"[""that's"", 'ok.', 'i', 'popped', 'in', 'to', 'ask', 'bout', 'something', 'and', 'she', 'said', ""you'd"", 'been', 'in.', 'are', 'you', 'around', 'tonght', 'wen', 'this', 'girl', 'comes?']"
1387,ham,"['all', 'e', 'best', '4', 'ur', 'exam', 'later.']"
1388,ham,"['hope', 'ur', 'head', ""doesn't"", 'hurt', '2', 'much', '!', 'am', 'ploughing', 'my', 'way', 'through', 'a', 'pile', 'of', 'ironing', '!', 'staying', 'in', 'with', 'a', 'chinky', 'tonight', 'come', 'round', 'if', 'you', 'like.']"
1389,ham,"['oh', 'k.i', 'think', 'most', 'of', 'wi', 'and', 'nz', 'players', 'unsold.']"
1390,ham,"['haha...', 'where', 'got', 'so', 'fast', 'lose', 'weight,', 'thk', 'muz', 'go', '4', 'a', 'month', 'den', 'got', 'effect...', 'gee,later', 'we', 'go', 'aust', 'put', 'bk', 'e', 'weight.']"
1391,ham,"['i', 'wonder', 'how', 'you', 'got', 'online,', 'my', 'love', '?', 'had', 'you', 'gone', 'to', 'the', 'net', 'cafe', '?', 'did', 'you', 'get', 'your', 'phone', 'recharged', '?', 'were', 'you', 'on', 'a', 'friends', 'net', '?', 'i', 'think', 'of', 'you,', 'boytoy']"
1392,ham,"['haha', 'just', 'kidding,', 'papa', 'needs', 'drugs']"
1393,ham,"['thk', 'shld', 'b', 'can...', 'ya,', 'i', 'wana', 'go', '4', 'lessons...', 'haha,', 'can', 'go', 'for', 'one', 'whole', 'stretch...']"
1394,ham,"['oh', 'ok..']"
1395,ham,"['r', 'we', 'still', 'meeting', '4', 'dinner', 'tonight?']"
1396,ham,"['thats', 'cool!', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'dignity', 'and', 'respect.']"
1397,ham,"['shall', 'i', 'start', 'from', 'hear.']"
1398,ham,"['then', 'we', 'wait', '4', 'u', 'lor...', 'no', 'need', '2', 'feel', 'bad', 'lar...']"
1399,ham,"['no', 'did', 'you', 'check?', 'i', 'got', 'his', 'detailed', 'message', 'now']"
1400,ham,"['you', 'have', 'registered', 'sinco', 'as', 'payee.', 'log', 'in', 'at', 'website', 'and', 'enter', 'urn', '&lt;#&gt;', 'to', 'confirm.', 'beware', 'of', 'frauds.', 'do', 'not', 'share', 'or', 'disclose', 'urn', 'to', 'anyone.']"
1401,ham,"['no,', 'i', 'decided', 'that', 'only', 'people', 'who', 'care', 'about', 'stuff', 'vote', 'and', 'caring', 'about', 'stuff', 'is', 'for', 'losers']"
1402,ham,"['kaiez...', 'enjoy', 'ur', 'tuition...', 'gee...', 'thk', 'e', 'second', 'option', 'sounds', 'beta...', ""i'll"", 'go', 'yan', 'jiu', 'den', 'msg', 'u...']"
1403,ham,"['you', 'have', 'registered', 'sinco', 'as', 'payee.', 'log', 'in', 'at', 'website', 'and', 'enter', 'urn', '&lt;#&gt;', 'to', 'confirm.', 'beware', 'of', 'frauds.', 'do', 'not', 'share', 'or', 'disclose', 'urn', 'to', 'anyone.']"
1404,ham,"['cool.', 'we', 'will', 'have', 'fun', 'practicing', 'making', 'babies!']"
1405,ham,"['actually', 'getting', 'ready', 'to', 'leave', 'the', 'house.']"
1406,ham,"['k..k..any', 'special', 'today?']"
1407,spam,"['urgent,', 'important', 'information', 'for', 'o2', 'user.', 'today', 'is', 'your', 'lucky', 'day!', '2', 'find', 'out', 'why', 'log', 'onto', 'website', 'there', 'is', 'a', 'fantastic', 'surprise', 'awaiting', 'for', 'you']"
1408,ham,"['then', 'we', 'gotta', 'do', 'it', 'after', 'that']"
1409,ham,"[""i've"", 'got', 'ten', 'bucks,', 'jay', 'is', 'being', 'noncomittal']"
1410,ham,"['where', 'at', 'were', 'hungry', 'too']"
1411,ham,"['pls', 'speak', 'to', 'that', 'customer', 'machan.']"
1412,ham,"['somewhere', 'out', 'there', 'beneath', 'the', 'pale', 'moon', 'light', 'someone', 'think', 'in', 'of', 'u', 'some', 'where', 'out', 'there', 'where', 'dreams', 'come', 'true...', 'goodnite', '&amp;', 'sweet', 'dreams']"
1413,ham,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u,', 'dnt', 'take', 'it', 'seriously..', 'coz', 'being', 'angry', 'is', 'd', 'most', 'childish', 'n', 'true', 'way', 'of', 'showing', 'deep', 'affection,', 'care', 'n', 'luv!..', 'kettoda', 'manda...', 'have', 'nice', 'day', 'da.']"
1414,spam,"['dear', ""u've"", 'been', 'invited', 'to', 'xchat.', 'this', 'is', 'our', 'final', 'attempt', 'to', 'contact', 'u!', 'txt', 'chat', 'to', '86688', 'costperperiod', 'ldn', '18', 'yrs']"
1415,ham,"['so', 'wats', 'ur', 'opinion', 'abt', 'him', 'and', 'how', 'abt', 'is', 'character?']"
1416,ham,"['jay', 'is', 'snickering', 'and', 'tells', 'me', 'that', 'x', 'is', 'totally', 'fucking', 'up', 'the', 'chords', 'as', 'we', 'speak']"
1417,ham,"['no..few', 'hours', 'before.went', 'to', 'hair', 'cut', '.']"
1418,ham,"['no', 'wonder...', 'cos', 'i', 'dun', 'rem', 'seeing', 'a', 'silver', 'car...', 'but', 'i', 'thk', 'i', 'saw', 'a', 'black', 'one...']"
1419,ham,"['lmao.', 'take', 'a', 'pic', 'and', 'send', 'it', 'to', 'me.']"
1420,ham,"['speak', 'only', 'when', 'you', 'feel', 'your', 'words', 'are', 'better', 'than', 'the', 'silence...', 'gud', 'mrng:-)']"
1421,ham,"['no.', ""she's"", 'currently', 'in', 'scotland', 'for', 'that.']"
1422,ham,"['do', 'you', 'work', 'all', 'this', 'week', '?']"
1423,spam,"['congratulations', 'ur', 'awarded', 'either', '£500', 'of', 'cd', 'gift', 'vouchers', '&', 'marketword', 'entry', '2', 'our', '£100', 'weekly', 'draw', 'txt', 'music', 'to', '87066', 'tncs', 'website', '1', 'win150ppmx3age16']"
1424,ham,"['lol', 'great', 'now', 'im', 'getting', 'hungry.']"
1425,ham,"['yes..', 'now', 'only', 'saw', 'your', 'message..']"
1426,ham,"[""i'll"", 'be', 'at', 'mu', 'in', 'like', '&lt;#&gt;', 'seconds']"
1427,ham,['ok...']
1428,ham,"['thing', 'r', 'good', 'thanx', 'got', 'exams', 'in', 'march', 'ive', 'done', 'no', 'revision?', 'is', 'fran', 'still', 'with', 'boyf?', 'ive', 'gotta', 'interviw', '4', 'exeter', 'bit', 'worried!x']"
1429,ham,"['tell', 'you', 'what,', 'if', 'you', 'make', 'a', 'little', 'spreadsheet', 'and', 'track', 'whose', 'idea', 'it', 'was', 'to', 'smoke', 'to', 'determine', 'who', '""smokes', 'too', 'much""', 'for', 'the', 'entire', 'month', 'of', 'february,', ""i'll"", 'come', 'up']"
1430,spam,"['for', 'sale', '-', 'arsenal', 'dartboard.', 'good', 'condition', 'but', 'no', 'doubles', 'or', 'trebles!']"
1431,ham,"[""don't"", 'look', 'back', 'at', 'the', 'building', 'because', 'you', 'have', 'no', 'coat', 'and', 'i', ""don't"", 'want', 'you', 'to', 'get', 'more', 'sick.', 'just', 'hurry', 'home', 'and', 'wear', 'a', 'coat', 'to', 'the', 'gym!!!']"
1432,ham,"['my', 'painful', 'personal', 'thought-', '""i', 'always', 'try', 'to', 'keep', 'everybody', 'happy', 'all', 'the', 'time.', 'but', 'nobody', 'recognises', 'me', 'when', 'i', 'am', 'alone""']"
1433,ham,"['thanks', 'for', 've', 'lovely', 'wisheds.', 'you', 'rock']"
1434,ham,"['you', 'intrepid', 'duo', 'you!', 'have', 'a', 'great', 'time', 'and', 'see', 'you', 'both', 'soon.']"
1435,ham,"['i', 'asked', 'sen', 'to', 'come', 'chennai', 'and', 'search', 'for', 'job.']"
1436,ham,"['dad', 'went', 'out', 'oredi...']"
1437,ham,"['i', 'jus', 'hope', 'its', 'true', 'that', 'missin', 'me', 'cos', ""i'm"", 'really', 'missin', 'him!', 'you', ""haven't"", 'done', 'anything', 'to', 'feel', 'guilty', 'about,', 'yet.']"
1438,ham,"['wat', 'so', 'late', 'still', 'early', 'mah.', 'or', 'we', 'juz', 'go', '4', 'dinner', 'lor.', 'aiya', 'i', 'dunno...']"
1439,ham,"['arms', 'fine,', ""how's"", 'cardiff', 'and', 'uni?']"
1440,ham,"['in', 'fact', 'when', 'do', 'you', 'leave?', 'i', 'think', 'addie', 'goes', 'back', 'to', 'school', 'tues', 'or', 'wed']"
1441,ham,"['cool', 'breeze...', 'bright', 'sun...', 'fresh', 'flower...', 'twittering', 'birds...', 'all', 'these', 'waiting', 'to', 'wish', 'u:', '""goodmorning', '&amp;', 'have', 'a', 'nice', 'day""', ':)']"
1442,ham,"['ya:)going', 'for', 'restaurant..']"
1443,ham,"['its', 'ok.,', 'i', 'just', 'askd', 'did', 'u', 'knw', 'tht', 'no?']"
1444,spam,"['marketword', '1st', 'week', 'entry', '2', 'textpod', '4', 'a', 'marketword', '2', 'win', 'marketword', 'appledevice', 'or', '£250', 'cash', 'every', 'wk.', 'txt', 'pod', 'to', '84128', 'ts&cs', 'website', 'custcare', 'phonenumber']"
1445,ham,"['those', 'ducking', 'chinchillas']"
1446,ham,"['i', 'am', 'in', 'a', 'marriage', 'function']"
1447,ham,"['looks', 'like', 'u', 'wil', 'b', 'getting', 'a', 'headstart', 'im', 'leaving', 'here', 'bout', '2.30ish', 'but', 'if', 'u', 'r', 'desperate', 'for', 'my', 'company', 'i', 'could', 'head', 'in', 'earlier-we', 'were', 'goin', 'to', 'meet', 'in', 'rummer.']"
1448,ham,"['don‘t', 'give', 'a', 'flying', 'monkeys', 'wot', 'they', 'think', 'and', 'i', 'certainly', 'don‘t', 'mind.', 'any', 'friend', 'of', 'mine', 'and', 'all', 'that!']"
1449,spam,"['as', 'a', 'registered', 'optin', 'subscriber', 'ur', 'draw', '4', '£100', 'gift', 'voucher', 'will', 'be', 'entered', 'on', 'receipt', 'of', 'a', 'correct', 'ans', 'to', '80062', 'whats', 'no1', 'in', 'the', 'bbc', 'charts']"
1450,ham,"['say', 'thanks2.']"
1451,ham,"['msg', 'me', 'when', 'rajini', 'comes.']"
1452,ham,"['ya!', 'when', 'are', 'ü', 'taking', 'ure', 'practical', 'lessons?', 'i', 'start', 'in', 'june..']"
1453,ham,"[""that's"", 'good,', 'because', 'i', 'need', 'drugs']"
1454,ham,"['stupid.its', 'not', 'possible']"
1455,ham,"['can', 'ü', 'all', 'decide', 'faster', 'cos', 'my', 'sis', 'going', 'home', 'liao..']"
1456,spam,"['summers', 'finally', 'here!', 'fancy', 'a', 'chat', 'or', 'flirt', 'with', 'sexy', 'singles', 'in', 'yr', 'area?', 'to', 'get', 'matched', 'up', 'just', 'reply', 'summer', 'now.', 'marketword', '2', 'join.', 'optout', 'txt', 'stop', 'help08714742804']"
1457,ham,"['u', 'sleeping', 'now..', 'or', 'you', 'going', 'to', 'take?', 'haha..', 'i', 'got', 'spys', 'wat..', 'me', 'online', 'checking', 'n', 'replying', 'mails', 'lor..']"
1458,spam,"['claire', 'here', 'am', 'havin', 'borin', 'time', '&', 'am', 'now', 'alone', 'u', 'wanna', 'cum', 'over', '2nite?', 'chat', 'now', 'phonenumber', 'hope', '2', 'c', 'u', 'luv', 'claire', 'xx', 'calls£1/minmoremobsemspobox45po139wa']"
1459,ham,"['fighting', 'with', 'the', 'world', 'is', 'easy,', 'u', 'either', 'win', 'or', 'lose', 'bt', 'fightng', 'with', 'some1', 'who', 'is', 'close', 'to', 'u', 'is', 'dificult', 'if', 'u', 'lose', '-', 'u', 'lose', 'if', 'u', 'win', '-', 'u', 'still', 'lose.']"
1460,spam,"['bought', 'one', 'ringtone', 'and', 'now', 'getting', 'texts', 'costing', '3', 'pound', 'offering', 'more', 'tones', 'etc']"
1461,ham,"['yalru', 'lyfu', 'astne', 'chikku..', 'bt', 'innu', 'mundhe', 'lyf', 'ali', 'halla', 'ke', 'bilo', '(marriage)program', 'edhae,', 'so', 'lyf', 'is', 'nt', 'yet', 'ovr', 'chikku..ali', 'vargu', 'lyfu', 'meow', 'meow:-d']"
1462,ham,"['kinda.', 'first', 'one', 'gets', 'in', 'at', 'twelve!', 'aah.', 'speak', 'tomo']"
1463,spam,"['phonenumber', 'urgent!', 'your', 'mobile', 'no', 'phonenumber', 'won', 'a', '£2,000', 'bonus', 'caller', 'prize', 'on', '02/06/03!', 'this', 'is', 'the', '2nd', 'attempt', 'to', 'reach', 'you!', 'call', 'phonenumber', 'asap!']"
1464,ham,"['ok', 'good', 'then', 'i', 'later', 'come', 'find', 'ü...', 'c', 'lucky', 'i', 'told', 'ü', 'to', 'go', 'earlier...', 'later', 'pple', 'take', 'finish', 'ü', 'no', 'more', 'again...']"
1465,ham,"['wat', 'makes', 'u', 'thk', ""i'll"", 'fall', 'down.', 'but', 'actually', 'i', 'thk', ""i'm"", 'quite', 'prone', '2', 'falls.', 'lucky', 'my', 'dad', 'at', 'home', 'i', 'ask', 'him', 'come', 'n', 'fetch', 'me', 'already.']"
1466,spam,"['you', 'phonenumber', 'are', 'guaranteed', 'the', 'latests', 'nokia', 'phone,', 'a', 'marketword', 'appledevice', 'mp3', 'player', 'or', 'a', '£500', 'prize!', 'txt', 'word:collect', 'to', 'no:83355!', 'tc-llc', 'ny-usa', 'costperperiod', 'msgrcvd18+']"
1467,ham,"['your', 'account', 'has', 'been', 'refilled', 'successfully', 'by', 'inr', '&lt;decimal&gt;', '.', 'your', 'keralacircle', 'prepaid', 'account', 'balance', 'is', 'rs', '&lt;decimal&gt;', '.', 'your', 'marketword', 'id', 'is', 'kr', '&lt;#&gt;', '.']"
1468,ham,"['i', 'wont', 'touch', 'you', 'with', 'out', 'your', 'permission.']"
1469,spam,"['hi', 'its', 'lucy', 'hubby', 'at', 'meetins', 'all', 'day', 'fri', '&', 'i', 'will', 'b', 'alone', 'at', 'hotel', 'u', 'fancy', 'cumin', 'over?', 'pls', 'leave', 'msg', '2day', 'phonenumber', 'lucy', 'x', 'calls£1/minmobsmorelkpobox177hp51fl']"
1470,ham,"['7', 'wonders', 'in', 'my', 'world', '7th', 'you', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sms', 'and', '1st', '""ur', 'lovely', 'friendship""...', 'good', 'morning', 'dear']"
1471,ham,"['take', 'some', 'small', 'dose', 'tablet', 'for', 'fever']"
1472,ham,"['oh.', 'u', 'must', 'have', 'taken', 'your', 'real', 'valentine', 'out', 'shopping', 'first.']"
1473,ham,"['just', 'sent', 'you', 'an', 'email', '–', 'to', 'an', 'address', 'with', 'incomm', 'in', 'it,', 'is', 'that', 'right?']"
1474,ham,"['will', 'do,', 'you', 'gonna', 'be', 'at', ""blake's"", 'all', 'night?', 'i', 'might', 'be', 'able', 'to', 'get', 'out', 'of', 'here', 'a', 'little', 'early']"
1475,ham,"['friendship', 'is', 'not', 'a', 'game', 'to', 'play,', 'it', 'is', 'not', 'a', 'word', 'to', 'say,', 'it', ""doesn\\'t"", 'start', 'on', 'march', 'and', 'ends', 'on', 'may,', 'it', 'is', 'tomorrow,', 'yesterday,', 'today', 'and', 'e']"
1476,ham,"['nice.', 'wait...should', 'you', 'be', 'texting', 'right', 'now?', ""i'm"", 'not', 'gonna', 'pay', 'your', 'ticket,', 'ya', 'know!']"
1477,ham,"[""i'm"", 'watching', 'lotr', 'w', 'my', 'sis', 'dis', 'aft.', 'so', 'u', 'wan', '2', 'meet', 'me', '4', 'dinner', 'at', 'nite', 'a', 'not?']"
1478,ham,"['why', 'you', 'keeping', 'me', 'away', 'like', 'this']"
1479,ham,"['i', 'think', 'its', 'far', 'more', 'than', 'that', 'but', 'find', 'out.', 'check', 'google', 'maps', 'for', 'a', 'place', 'from', 'your', 'dorm.']"
1480,ham,"['my', 'trip', 'was', 'ok', 'but', 'quite', 'tiring', 'lor.', 'uni', 'starts', 'today', 'but', ""it's"", 'ok', '4', 'me', 'cos', ""i'm"", 'not', 'taking', 'any', 'modules', 'but', 'jus', 'concentrating', 'on', 'my', 'final', 'yr', 'project.']"
1481,ham,"['have', 'you', 'always', 'been', 'saying', 'welp?']"
1482,ham,"[""i'm"", 'a', 'guy,', 'browsin', 'is', 'compulsory']"
1483,ham,['ok...']
1484,ham,"['purity', 'of', 'friendship', 'between', 'two', 'is', 'not', 'about', 'smiling', 'after', 'reading', 'the', 'forwarded', 'message..its', 'about', 'smiling', 'just', 'by', 'seeing', 'the', 'name.', 'gud', 'evng', 'musthu']"
1485,ham,"['sorry,', ""i'll"", 'call', 'later']"
1486,ham,"['(i', 'should', 'add', 'that', 'i', ""don't"", 'really', 'care', 'and', 'if', 'you', ""can't"", 'i', 'can', 'at', 'least', 'get', 'this', 'dude', 'to', 'fuck', 'off', 'but', 'hey,', 'your', 'money', 'if', 'you', 'want', 'it)']"
1487,ham,"['hello', 'lover!', 'how', 'goes', 'that', 'new', 'job?', 'are', 'you', 'there', 'now?', 'are', 'you', 'happy?', 'do', 'you', 'think', 'of', 'me?', 'i', 'wake,', 'my', 'slave', 'and', 'send', 'you', 'a', 'teasing', 'kiss', 'from', 'across', 'the', 'sea']"
1488,ham,"['i', 'told', 'your', 'number', 'to', 'gautham..']"
1489,ham,"['tell', 'them', 'no', 'need', 'to', 'investigate', 'about', 'me', 'anywhere.']"
1490,ham,"['ok', 'i', 'juz', 'receive..']"
1491,ham,"['cant', 'believe', 'i', 'said', 'so', 'many', 'things', 'to', 'you', 'this', 'morning', 'when', 'all', 'i', 'really', 'wanted', 'to', 'say', 'was', 'good', 'morning,', 'i', 'love', 'you!', 'have', 'a', 'beautiful', 'morning.', 'see', 'you', 'in', 'the', 'library', 'later.']"
1492,spam,"['your', 'account', 'has', 'been', 'credited', 'with', '500', 'marketword', 'text', 'messages.', 'to', 'activate,', 'just', 'txt', 'the', 'word:', 'credit', 'to', 'no:', '80488', 't&cs', 'website']"
1493,ham,"['in', 'the', 'end', 'she', 'might', 'still', 'vomit', 'but', 'its', 'okay.', 'not', 'everything', 'will', 'come', 'out.']"
1494,ham,"['how', 'are', 'you', 'with', 'money...as', 'in', 'to', 'you...money', 'aint', 'a', 'thing....how', 'are', 'you', 'sha!']"
1495,ham,"['it', 'has', 'everything', 'to', 'do', 'with', 'the', 'weather.', 'keep', 'extra', 'warm.', 'its', 'a', 'cold', 'but', 'nothing', 'serious.', 'pls', 'lots', 'of', 'vitamin', 'c']"
1496,ham,"['hey', 'gals..', 'anyone', 'of', 'u', 'going', 'down', 'to', 'e', 'driving', 'centre', 'tmr?']"
1497,ham,"[""i'm"", 'always', 'on', 'yahoo', 'messenger', 'now.', 'just', 'send', 'the', 'message', 'to', 'me', 'and', 'i.ll', 'get', 'it', 'you', 'may', 'have', 'to', 'send', 'it', 'in', 'the', 'mobile', 'mode', 'sha', 'but', 'i.ll', 'get', 'it.', 'and', 'will', 'reply.']"
1498,ham,"[""i'm"", 'putting', 'it', 'on', 'now.', 'it', 'should', 'be', 'ready', 'for', '&lt;time&gt;']"
1499,ham,"['time', 'n', 'smile', 'r', 'the', 'two', 'crucial', 'things', 'in', 'our', 'life.', 'sometimes', 'time', 'makes', 'us', 'to', 'forget', 'smile,', 'and', 'sometimes', ""someone's"", 'smile', 'makes', 'us', 'to', 'forget', 'time', 'gud', 'noon']"
1500,spam,"['sms.', 'ac', 'jsco:', 'energy', 'is', 'high,', 'but', 'u', 'may', 'not', 'know', 'where', '2channel', 'it.', '2day', 'ur', 'leadership', 'skills', 'r', 'strong.', 'psychic?', 'reply', 'ans', 'w/question.', 'end?', 'reply', 'end', 'jsco']"
1501,ham,"['host-based', 'idps', 'for', 'linux', 'systems.']"
1502,spam,"['hot', 'live', 'fantasies', 'call', 'now', 'phonenumber', 'just', '20p', 'per', 'min', 'ntt', 'ltd,', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'is', 'a', 'national', 'rate', 'call']"
1503,ham,"['don', 'no', 'da:)whats', 'you', 'plan?']"
1504,ham,"['ill', 'be', 'there', 'on', '&lt;#&gt;', 'ok.']"
1505,ham,"['oh', 'my', 'god.', ""i'm"", 'almost', 'home']"
1506,ham,"['total', 'video', 'converter', 'marketword', 'download', 'type', 'this', 'in', 'google', 'search:)']"
1507,spam,"['thanks', 'for', 'the', 'vote.', 'now', 'sing', 'along', 'with', 'the', 'stars', 'with', 'karaoke', 'on', 'your', 'mobile.', 'for', 'a', 'marketword', 'link', 'just', 'reply', 'with', 'sing', 'now.']"
1508,ham,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u,', 'dnt', 'take', 'it', 'seriously..', 'coz', 'being', 'angry', 'is', 'd', 'most', 'childish', 'n', 'true', 'way', 'of', 'showing', 'deep', 'affection,', 'care', 'n', 'luv!..', 'kettoda', 'manda...', 'have', 'nice', 'day', 'da.']"
1509,ham,"['sounds', 'like', 'something', 'that', 'someone', 'testing', 'me', 'would', 'sayy']"
1510,ham,"['when', 'u', 'love', 'someone', 'dont', 'make', 'them', 'to', 'love', 'u', 'as', 'much', 'as', 'u', 'do.', 'but', 'love', 'them', 'so', 'much', 'that', 'they', 'dont', 'want', 'to', 'be', 'loved', 'by', 'anyone', 'except', 'you...', 'gud', 'nit.']"
1511,ham,"['pete,is', 'this', 'your', 'phone', 'still?', 'its', 'jenny', 'from', 'college', 'and', 'leanne.what', 'are', 'you', 'up', 'to', 'now?:)']"
1512,ham,"['oops', 'sorry.', 'just', 'to', 'check', 'that', 'you', ""don't"", 'mind', 'picking', 'me', 'up', 'tomo', 'at', 'half', 'eight', 'from', 'station.', 'would', 'that', 'be', 'ok?']"
1513,ham,"['hey', 'sweet,', 'i', 'was', 'wondering', 'when', 'you', 'had', 'a', 'moment', 'if', 'you', 'might', 'come', 'to', 'me', '?', 'i', 'want', 'to', 'send', 'a', 'file', 'to', 'someone', 'but', 'it', ""won't"", 'go', 'over', 'yahoo', 'for', 'them', 'because', 'their', 'connection', 'sucks,', 'remember', 'when', 'you', 'set', 'up', 'that', 'page', 'for', 'me', 'to', 'go', 'to', 'and', 'download', 'the', 'format', 'disc', '?', 'could', 'you', 'tell', 'me', 'how', 'to', 'do', 'that', '?', 'or', 'do', 'you', 'know', 'some', 'other', 'way', 'to', 'download', 'big', 'files', '?', 'because', 'they', 'can', 'download', 'stuff', 'directly', 'from', 'the', 'internet.', 'any', 'help', 'would', 'be', 'great,', 'my', 'prey', '...', '*teasing', 'kiss*']"
